peptide_id,sequence,ml_score,prediction
pep_01828,,0.387,Allergen
pep_01829,,0.409,Allergen
pep_01830,,0.427,Allergen
pep_01831,,0.341,Allergen
pep_01832,,0.433,Allergen
pep_01833,,0.416,Allergen
pep_01834,,0.441,Allergen
pep_01835,,0.42,Allergen
pep_01836,,0.409,Allergen
pep_01837,,0.374,Allergen
pep_01838,,0.321,Allergen
pep_01839,,0.352,Allergen
pep_01840,,0.412,Allergen
pep_01841,,0.314,Allergen
pep_01842,,0.34,Allergen
pep_01843,,0.345,Allergen
pep_01844,,0.314,Allergen
pep_01845,,0.314,Allergen
pep_01846,,0.313,Allergen
pep_01847,,0.294,Allergen
pep_01848,,0.387,Allergen
pep_01849,,0.343,Allergen
pep_01852,,0.294,Allergen
pep_01853,,0.349,Allergen
pep_01854,,0.303,Allergen
pep_01855,,0.327,Allergen
pep_01856,,0.387,Allergen
pep_01857,,0.398,Allergen
pep_01858,,0.31,Allergen
pep_01859,,0.375,Allergen
pep_01860,,0.371,Allergen
pep_01861,,0.374,Allergen
pep_01862,,0.409,Allergen
pep_01863,,0.385,Allergen
pep_01864,,0.308,Allergen
pep_01865,,0.424,Allergen
pep_01866,,0.402,Allergen
pep_01867,,0.373,Allergen
pep_01868,,0.374,Allergen
pep_01869,,0.387,Allergen
pep_01870,,0.444,Allergen
pep_01871,,0.355,Allergen
pep_01872,,0.451,Allergen
pep_01873,,0.469,Allergen
pep_01874,,0.377,Allergen
pep_01875,,0.343,Allergen
pep_01876,,0.353,Allergen
pep_01877,,0.403,Allergen
pep_01878,,0.466,Allergen
pep_01879,,0.439,Allergen
pep_01880,,0.344,Allergen
pep_01881,,0.341,Allergen
pep_01882,,0.356,Allergen
pep_01883,,0.385,Allergen
pep_01884,,0.401,Allergen
pep_01885,,0.395,Allergen
pep_01886,,0.345,Allergen
pep_01887,,0.313,Allergen
pep_01888,,0.376,Allergen
pep_01889,,0.448,Allergen
pep_01890,,0.377,Allergen
pep_01891,,0.369,Allergen
pep_01892,,0.466,Allergen
pep_01893,,0.42,Allergen
pep_01894,,0.346,Allergen
pep_01895,,0.337,Allergen
pep_01896,,0.313,Allergen
pep_01897,,0.275,Allergen
pep_01898,,0.302,Allergen
pep_01899,,0.372,Allergen
pep_01902,,0.415,Allergen
pep_01903,,0.342,Allergen
pep_01904,,0.356,Allergen
pep_01905,,0.406,Allergen
pep_01906,,0.361,Allergen
pep_01907,,0.297,Allergen
pep_01908,,0.404,Allergen
pep_01909,,0.356,Allergen
pep_01910,,0.377,Allergen
pep_01911,,0.372,Allergen
pep_01912,,0.363,Allergen
pep_01913,,0.374,Allergen
pep_01914,,0.369,Allergen
pep_01915,,0.448,Allergen
pep_01916,,0.433,Allergen
pep_01917,,0.448,Allergen
pep_01918,,0.416,Allergen
pep_01919,,0.441,Allergen
pep_01920,,0.42,Allergen
pep_01921,,0.439,Allergen
pep_01922,,0.433,Allergen
pep_01923,,0.413,Allergen
pep_01924,,0.407,Allergen
pep_01925,,0.466,Allergen
pep_01926,,0.41,Allergen
pep_01927,,0.373,Allergen
pep_01928,,0.332,Allergen
pep_01929,,0.389,Allergen
pep_01930,,0.442,Allergen
pep_01931,,0.424,Allergen
pep_01932,,0.32,Allergen
pep_01933,,0.335,Allergen
pep_01934,,0.37,Allergen
pep_01935,,0.355,Allergen
pep_01936,,0.342,Allergen
pep_01937,,0.429,Allergen
pep_01938,,0.359,Allergen
pep_01939,,0.348,Allergen
pep_01940,,0.41,Allergen
pep_01941,,0.42,Allergen
pep_01942,,0.382,Allergen
pep_01943,,0.36,Allergen
pep_01944,,0.305,Allergen
pep_01945,,0.372,Allergen
pep_01946,,0.34,Allergen
pep_01947,,0.382,Allergen
pep_01948,,0.336,Allergen
pep_01949,,0.488,Allergen
pep_01952,,0.367,Allergen
pep_01953,,0.466,Allergen
pep_01954,,0.434,Allergen
pep_01955,,0.376,Allergen
pep_01956,,0.551,Allergen
pep_01957,,0.466,Allergen
pep_01958,,0.444,Allergen
pep_01959,,0.355,Allergen
pep_01960,,0.31,Allergen
pep_01961,,0.413,Allergen
pep_01962,,0.365,Allergen
pep_01963,,0.355,Allergen
pep_01964,,0.336,Allergen
pep_01965,,0.436,Allergen
pep_01966,,0.384,Allergen
pep_01967,,0.367,Allergen
pep_01968,,0.409,Allergen
pep_01969,,0.32,Allergen
pep_01970,,0.353,Allergen
pep_01971,,0.434,Allergen
pep_01972,,0.361,Allergen
pep_01973,,0.374,Allergen
pep_01974,,0.321,Allergen
pep_01975,,0.337,Allergen
pep_01976,,0.355,Allergen
pep_01977,,0.385,Allergen
pep_01978,,0.346,Allergen
pep_01979,,0.334,Allergen
pep_01980,,0.381,Allergen
pep_01981,,0.317,Allergen
pep_01982,,0.354,Allergen
pep_01983,,0.373,Allergen
pep_01984,,0.37,Allergen
pep_01985,,0.342,Allergen
pep_01986,,0.34,Allergen
pep_01987,,0.429,Allergen
pep_01988,,0.359,Allergen
pep_01989,,0.32,Allergen
pep_01990,,0.37,Allergen
pep_01991,,0.328,Allergen
pep_01992,,0.281,Allergen
pep_01993,,0.34,Allergen
pep_01994,,0.337,Allergen
pep_01995,,0.336,Allergen
pep_01996,,0.339,Allergen
pep_01997,,0.314,Allergen
pep_01998,,0.294,Allergen
pep_01999,,0.276,Allergen
pep_02002,,0.288,Allergen
pep_02003,,0.323,Allergen
pep_02004,,0.365,Allergen
pep_02005,,0.318,Allergen
pep_02006,,0.355,Allergen
pep_02007,,0.479,Allergen
pep_02008,,0.394,Allergen
pep_02009,,0.344,Allergen
pep_02010,,0.337,Allergen
pep_02011,,0.305,Allergen
pep_02012,,0.387,Allergen
pep_02013,,0.355,Allergen
pep_02014,,0.403,Allergen
pep_02015,,0.34,Allergen
pep_02016,,0.352,Allergen
pep_02017,,0.32,Allergen
pep_02018,,0.305,Allergen
pep_02019,,0.32,Allergen
pep_02020,,0.305,Allergen
pep_02021,,0.385,Allergen
pep_02022,,0.369,Allergen
pep_02023,,0.37,Allergen
pep_02024,,0.332,Allergen
pep_02025,,0.32,Allergen
pep_02026,,0.372,Allergen
pep_02027,,0.314,Allergen
pep_02028,,0.289,Allergen
pep_02029,,0.303,Allergen
pep_02030,,0.433,Allergen
pep_02031,,0.369,Allergen
pep_02032,,0.33,Allergen
pep_02033,,0.326,Allergen
pep_02034,,0.426,Allergen
pep_02035,,0.321,Allergen
pep_02036,,0.3,Allergen
pep_02037,,0.37,Allergen
pep_02038,,0.363,Allergen
pep_02039,,0.32,Allergen
pep_02040,,0.34,Allergen
pep_02041,,0.302,Allergen
pep_02042,,0.296,Allergen
pep_02043,,0.297,Allergen
pep_02044,,0.32,Allergen
pep_02045,,0.338,Allergen
pep_02046,,0.311,Allergen
pep_02047,,0.314,Allergen
pep_02048,,0.308,Allergen
pep_02049,,0.297,Allergen
pep_02052,,0.286,Allergen
pep_02053,,0.309,Allergen
pep_02054,,0.272,Allergen
pep_02055,,0.26,Allergen
pep_02056,,0.337,Allergen
pep_02057,,0.3,Allergen
pep_02058,,0.207,Allergen
pep_02059,,0.275,Allergen
pep_02060,,0.418,Allergen
pep_02061,,0.356,Allergen
pep_02062,,0.297,Allergen
pep_02063,,0.287,Allergen
pep_02064,,0.277,Allergen
pep_02065,,0.283,Allergen
pep_02066,,0.302,Allergen
pep_02067,,0.305,Allergen
pep_02068,,0.298,Allergen
pep_02069,,0.247,Allergen
pep_02070,,0.318,Allergen
pep_02071,,0.273,Allergen
pep_02072,,0.347,Allergen
pep_02073,,0.315,Allergen
pep_02074,,0.342,Allergen
pep_02075,,0.288,Allergen
pep_02076,,0.271,Allergen
pep_02077,,0.273,Allergen
pep_02078,,0.385,Allergen
pep_02079,,0.326,Allergen
pep_02080,,0.392,Allergen
pep_02081,,0.289,Allergen
pep_02082,,0.271,Allergen
pep_02083,,0.291,Allergen
pep_02084,,0.278,Allergen
pep_02085,,0.257,Allergen
pep_02086,,0.267,Allergen
pep_02087,,0.288,Allergen
pep_02088,,0.292,Allergen
pep_02089,,0.344,Allergen
pep_02090,,0.375,Allergen
pep_02091,,0.376,Allergen
pep_02092,,0.372,Allergen
pep_02093,,0.335,Allergen
pep_02094,,0.37,Allergen
pep_02095,,0.406,Allergen
pep_02096,,0.389,Allergen
pep_02097,,0.308,Allergen
pep_02098,,0.324,Allergen
pep_02099,,0.325,Allergen
pep_02102,,0.343,Allergen
pep_02103,,0.336,Allergen
pep_02104,,0.358,Allergen
pep_02105,,0.387,Allergen
pep_02106,,0.354,Allergen
pep_02107,,0.353,Allergen
pep_02108,,0.336,Allergen
pep_02109,,0.332,Allergen
pep_02110,,0.34,Allergen
pep_02111,,0.349,Allergen
pep_02112,,0.343,Allergen
pep_02113,,0.32,Allergen
pep_02114,,0.311,Allergen
pep_02115,,0.329,Allergen
pep_02116,,0.447,Allergen
pep_02117,,0.387,Allergen
pep_02118,,0.438,Allergen
pep_02119,,0.381,Allergen
pep_02120,,0.438,Allergen
pep_02121,,0.404,Allergen
pep_02122,,0.395,Allergen
pep_02123,,0.426,Allergen
pep_02124,,0.367,Allergen
pep_02125,,0.346,Allergen
pep_02126,,0.359,Allergen
pep_02127,,0.389,Allergen
pep_02128,,0.355,Allergen
pep_02129,,0.383,Allergen
pep_02130,,0.418,Allergen
pep_02131,,0.347,Allergen
pep_02132,,0.385,Allergen
pep_02133,,0.344,Allergen
pep_02134,,0.401,Allergen
pep_02135,,0.394,Allergen
pep_02136,,0.383,Allergen
pep_02137,,0.445,Allergen
pep_02138,,0.389,Allergen
pep_02139,,0.484,Allergen
pep_02140,,0.566,Allergen
pep_02141,,0.482,Allergen
pep_02142,,0.475,Allergen
pep_02143,,0.459,Allergen
pep_02144,,0.442,Allergen
pep_02145,,0.441,Allergen
pep_02146,,0.372,Allergen
pep_02147,,0.394,Allergen
pep_02148,,0.383,Allergen
pep_02149,,0.424,Allergen
pep_02152,,0.375,Allergen
pep_02153,,0.39,Allergen
pep_02154,,0.396,Allergen
pep_02155,,0.376,Allergen
pep_02156,,0.342,Allergen
pep_02157,,0.475,Allergen
pep_02158,,0.381,Allergen
pep_02159,,0.35,Allergen
pep_02160,,0.457,Allergen
pep_02161,,0.376,Allergen
pep_02162,,0.4,Allergen
pep_02163,,0.378,Allergen
pep_02164,,0.394,Allergen
pep_02165,,0.412,Allergen
pep_02166,,0.457,Allergen
pep_02167,,0.342,Allergen
pep_02168,,0.459,Allergen
pep_02169,,0.35,Allergen
pep_02170,,0.365,Allergen
pep_02171,,0.374,Allergen
pep_02172,,0.353,Allergen
pep_02173,,0.479,Allergen
pep_02174,,0.442,Allergen
pep_02175,,0.441,Allergen
pep_02176,,0.466,Allergen
pep_02177,,0.34,Allergen
pep_02178,,0.365,Allergen
pep_02179,,0.387,Allergen
pep_02180,,0.376,Allergen
pep_02181,,0.4,Allergen
pep_02182,,0.347,Allergen
pep_02183,,0.359,Allergen
pep_02184,,0.434,Allergen
pep_02185,,0.328,Allergen
pep_02186,,0.361,Allergen
pep_02187,,0.327,Allergen
pep_02188,,0.308,Allergen
pep_02189,,0.404,Allergen
pep_02190,,0.343,Allergen
pep_02191,,0.377,Allergen
pep_02192,,0.372,Allergen
pep_02193,,0.344,Allergen
pep_02194,,0.404,Allergen
pep_02195,,0.327,Allergen
pep_02196,,0.348,Allergen
pep_02197,,0.334,Allergen
pep_02198,,0.336,Allergen
pep_02199,,0.324,Allergen
pep_02202,,0.344,Allergen
pep_02203,,0.345,Allergen
pep_02204,,0.426,Allergen
pep_02205,,0.321,Allergen
pep_02206,,0.357,Allergen
pep_02207,,0.277,Allergen
pep_02208,,0.283,Allergen
pep_02209,,0.252,Allergen
pep_02210,,0.361,Allergen
pep_02211,,0.326,Allergen
pep_02212,,0.328,Allergen
pep_02213,,0.318,Allergen
pep_02214,,0.326,Allergen
pep_02215,,0.293,Allergen
pep_02216,,0.331,Allergen
pep_02217,,0.378,Allergen
pep_02218,,0.373,Allergen
pep_02219,,0.391,Allergen
pep_02220,,0.424,Allergen
pep_02221,,0.395,Allergen
pep_02222,,0.337,Allergen
pep_02223,,0.357,Allergen
pep_02224,,0.329,Allergen
pep_02225,,0.326,Allergen
pep_02226,,0.34,Allergen
pep_02227,,0.35,Allergen
pep_02228,,0.333,Allergen
pep_02229,,0.31,Allergen
pep_02230,,0.335,Allergen
pep_02231,,0.259,Allergen
pep_02232,,0.382,Allergen
pep_02233,,0.324,Allergen
pep_02234,,0.305,Allergen
pep_02235,,0.324,Allergen
pep_02236,,0.398,Allergen
pep_02237,,0.389,Allergen
pep_02238,,0.384,Allergen
pep_02239,,0.336,Allergen
pep_02240,,0.369,Allergen
pep_02241,,0.355,Allergen
pep_02242,,0.34,Allergen
pep_02243,,0.379,Allergen
pep_02244,,0.321,Allergen
pep_02245,,0.284,Allergen
pep_02246,,0.267,Allergen
pep_02247,,0.332,Allergen
pep_02248,,0.34,Allergen
pep_02249,,0.353,Allergen
pep_02252,,0.446,Allergen
pep_02253,,0.413,Allergen
pep_02254,,0.336,Allergen
pep_02255,,0.283,Allergen
pep_02256,,0.339,Allergen
pep_02257,,0.338,Allergen
pep_02258,,0.373,Allergen
pep_02259,,0.364,Allergen
pep_02260,,0.376,Allergen
pep_02261,,0.279,Allergen
pep_02262,,0.346,Allergen
pep_02263,,0.371,Allergen
pep_02264,,0.374,Allergen
pep_02265,,0.352,Allergen
pep_02266,,0.383,Allergen
pep_02267,,0.308,Allergen
pep_02268,,0.375,Allergen
pep_02269,,0.376,Allergen
pep_02270,,0.374,Allergen
pep_02271,,0.367,Allergen
pep_02272,,0.434,Allergen
pep_02273,,0.314,Allergen
pep_02274,,0.363,Allergen
pep_02275,,0.369,Allergen
pep_02276,,0.32,Allergen
pep_02277,,0.353,Allergen
pep_02278,,0.361,Allergen
pep_02279,,0.367,Allergen
pep_02280,,0.352,Allergen
pep_02281,,0.311,Allergen
pep_02282,,0.32,Allergen
pep_02283,,0.305,Allergen
pep_02284,,0.32,Allergen
pep_02285,,0.385,Allergen
pep_02286,,0.419,Allergen
pep_02287,,0.247,Allergen
pep_02288,,0.276,Allergen
pep_02289,,0.33,Allergen
pep_02290,,0.343,Allergen
pep_02291,,0.343,Allergen
pep_02292,,0.403,Allergen
pep_02293,,0.349,Allergen
pep_02294,,0.334,Allergen
pep_02295,,0.469,Allergen
pep_02296,,0.403,Allergen
pep_02297,,0.482,Allergen
pep_02298,,0.414,Allergen
pep_02299,,0.446,Allergen
pep_02302,,0.377,Allergen
pep_02303,,0.324,Allergen
pep_02304,,0.324,Allergen
pep_02305,,0.414,Allergen
pep_02306,,0.336,Allergen
pep_02307,,0.331,Allergen
pep_02308,,0.376,Allergen
pep_02309,,0.346,Allergen
pep_02310,,0.32,Allergen
pep_02311,,0.361,Allergen
pep_02312,,0.372,Allergen
pep_02313,,0.413,Allergen
pep_02314,,0.375,Allergen
pep_02315,,0.301,Allergen
pep_02316,,0.376,Allergen
pep_02317,,0.458,Allergen
pep_02318,,0.315,Allergen
pep_02319,,0.283,Allergen
pep_02320,,0.277,Allergen
pep_02321,,0.294,Allergen
pep_02322,,0.33,Allergen
pep_02323,,0.322,Allergen
pep_02324,,0.283,Allergen
pep_02325,,0.343,Allergen
pep_02326,,0.343,Allergen
pep_02327,,0.396,Allergen
pep_02328,,0.409,Allergen
pep_02329,,0.328,Allergen
pep_02330,,0.37,Allergen
pep_02331,,0.313,Allergen
pep_02332,,0.414,Allergen
pep_02333,,0.366,Allergen
pep_02334,,0.261,Allergen
pep_02335,,0.35,Allergen
pep_02336,,0.309,Allergen
pep_02337,,0.28,Allergen
pep_02338,,0.38,Allergen
pep_02339,,0.382,Allergen
pep_02340,,0.294,Allergen
pep_02341,,0.338,Allergen
pep_02342,,0.279,Allergen
pep_02343,,0.305,Allergen
pep_02344,,0.389,Allergen
pep_02345,,0.444,Allergen
pep_02346,,0.444,Allergen
pep_02347,,0.327,Allergen
pep_02348,,0.35,Allergen
pep_02349,,0.341,Allergen
pep_02352,,0.28,Allergen
pep_02353,,0.262,Allergen
pep_02354,,0.326,Allergen
pep_02355,,0.291,Allergen
pep_02356,,0.277,Allergen
pep_02357,,0.291,Allergen
pep_02358,,0.304,Allergen
pep_02359,,0.381,Allergen
pep_02360,,0.313,Allergen
pep_02361,,0.306,Allergen
pep_02362,,0.282,Allergen
pep_02363,,0.279,Allergen
pep_02364,,0.343,Allergen
pep_02365,,0.352,Allergen
pep_02366,,0.392,Allergen
pep_02367,,0.326,Allergen
pep_02368,,0.34,Allergen
pep_02369,,0.311,Allergen
pep_02370,,0.358,Allergen
pep_02371,,0.43,Allergen
pep_02372,,0.338,Allergen
pep_02373,,0.375,Allergen
pep_02374,,0.364,Allergen
pep_02375,,0.368,Allergen
pep_02376,,0.291,Allergen
pep_02377,,0.282,Allergen
pep_02378,,0.383,Allergen
pep_02379,,0.273,Allergen
pep_02380,,0.433,Allergen
pep_02381,,0.31,Allergen
pep_02382,,0.261,Allergen
pep_02383,,0.371,Allergen
pep_02384,,0.288,Allergen
pep_02385,,0.34,Allergen
pep_02386,,0.433,Allergen
pep_02387,,0.301,Allergen
pep_02388,,0.326,Allergen
pep_02389,,0.246,Allergen
pep_02390,,0.261,Allergen
pep_02391,,0.288,Allergen
pep_02392,,0.355,Allergen
pep_02393,,0.301,Allergen
pep_02394,,0.226,Allergen
pep_02395,,0.31,Allergen
pep_02396,,0.261,Allergen
pep_02397,,0.366,Allergen
pep_02398,,0.361,Allergen
pep_02399,,0.464,Allergen
pep_02402,,0.376,Allergen
pep_02403,,0.388,Allergen
pep_02404,,0.366,Allergen
pep_02405,,0.375,Allergen
pep_02406,,0.343,Allergen
pep_02407,,0.285,Allergen
pep_02408,,0.394,Allergen
pep_02409,,0.429,Allergen
pep_02410,,0.391,Allergen
pep_02411,,0.266,Allergen
pep_02412,,0.359,Allergen
pep_02413,,0.327,Allergen
pep_02414,,0.246,Allergen
pep_02415,,0.266,Allergen
pep_02416,,0.345,Allergen
pep_02417,,0.297,Allergen
pep_02418,,0.376,Allergen
pep_02419,,0.379,Allergen
pep_02420,,0.407,Allergen
pep_02421,,0.324,Allergen
pep_02422,,0.279,Allergen
pep_02423,,0.331,Allergen
pep_02424,,0.359,Allergen
pep_02425,,0.351,Allergen
pep_02426,,0.378,Allergen
pep_02427,,0.384,Allergen
pep_02428,,0.609,Allergen
pep_02429,,0.363,Allergen
pep_02430,,0.496,Allergen
pep_02431,,0.346,Allergen
pep_02432,,0.407,Allergen
pep_02433,,0.511,Allergen
pep_02434,,0.417,Allergen
pep_02435,,0.416,Allergen
pep_02436,,0.344,Allergen
pep_02437,,0.368,Allergen
pep_02438,,0.366,Allergen
pep_02439,,0.441,Allergen
pep_02440,,0.335,Allergen
pep_02441,,0.403,Allergen
pep_02442,,0.351,Allergen
pep_02443,,0.354,Allergen
pep_02444,,0.343,Allergen
pep_02445,,0.423,Allergen
pep_02446,,0.393,Allergen
pep_02447,,0.352,Allergen
pep_02448,,0.531,Allergen
pep_02449,,0.441,Allergen
pep_02452,,0.296,Allergen
pep_02453,,0.541,Allergen
pep_02454,,0.39,Allergen
pep_02455,,0.41,Allergen
pep_02456,,0.481,Allergen
pep_02457,,0.415,Allergen
pep_02458,,0.445,Allergen
pep_02459,,0.505,Allergen
pep_02460,,0.365,Allergen
pep_02461,,0.358,Allergen
pep_02462,,0.423,Allergen
pep_02463,,0.449,Allergen
pep_02464,,0.492,Allergen
pep_02465,,0.35,Allergen
pep_02466,,0.363,Allergen
pep_02467,,0.444,Allergen
pep_02468,,0.297,Allergen
pep_02469,,0.343,Allergen
pep_02470,,0.407,Allergen
pep_02471,,0.551,Allergen
pep_02472,,0.458,Allergen
pep_02473,,0.675,Allergen
pep_02474,,0.368,Allergen
pep_02475,,0.497,Allergen
pep_02476,,0.343,Allergen
pep_02477,,0.563,Allergen
pep_02478,,0.48,Allergen
pep_02479,,0.391,Allergen
pep_02480,,0.376,Allergen
pep_02481,,0.358,Allergen
pep_02482,,0.364,Allergen
pep_02483,,0.415,Allergen
pep_02484,,0.587,Allergen
pep_02485,,0.425,Allergen
pep_02486,,0.47,Allergen
pep_02487,,0.384,Allergen
pep_02488,,0.484,Allergen
pep_02489,,0.621,Allergen
pep_02490,,0.445,Allergen
pep_02491,,0.521,Allergen
pep_02492,,0.702,Allergen
pep_02493,,0.702,Allergen
pep_02494,,0.458,Allergen
pep_02495,,0.401,Allergen
pep_02496,,0.476,Allergen
pep_02497,,0.376,Allergen
pep_02498,,0.362,Allergen
pep_02499,,0.342,Allergen
pep_02502,,0.364,Allergen
pep_02503,,0.479,Allergen
pep_02504,,0.48,Allergen
pep_02505,,0.376,Allergen
pep_02506,,0.364,Allergen
pep_02507,,0.363,Allergen
pep_02508,,0.374,Allergen
pep_02509,,0.428,Allergen
pep_02510,,0.31,Allergen
pep_02511,,0.361,Allergen
pep_02512,,0.433,Allergen
pep_02513,,0.425,Allergen
pep_02514,,0.42,Allergen
pep_02515,,0.51,Allergen
pep_02516,,0.346,Allergen
pep_02517,,0.385,Allergen
pep_02518,,0.41,Allergen
pep_02519,,0.536,Allergen
pep_02520,,0.388,Allergen
pep_02521,,0.51,Allergen
pep_02522,,0.499,Allergen
pep_02523,,0.407,Allergen
pep_02524,,0.4,Allergen
pep_02525,,0.415,Allergen
pep_02526,,0.296,Allergen
pep_02527,,0.362,Allergen
pep_02528,,0.425,Allergen
pep_02529,,0.413,Allergen
pep_02530,,0.413,Allergen
pep_02531,,0.429,Allergen
pep_02532,,0.479,Allergen
pep_02533,,0.405,Allergen
pep_02534,,0.344,Allergen
pep_02535,,0.4,Allergen
pep_02536,,0.374,Allergen
pep_02537,,0.369,Allergen
pep_02538,,0.336,Allergen
pep_02539,,0.313,Allergen
pep_02540,,0.3,Allergen
pep_02541,,0.3,Allergen
pep_02542,,0.393,Allergen
pep_02543,,0.4,Allergen
pep_02544,,0.377,Allergen
pep_02545,,0.397,Allergen
pep_02546,,0.51,Allergen
pep_02547,,0.326,Allergen
pep_02548,,0.395,Allergen
pep_02549,,0.405,Allergen
pep_02552,,0.322,Allergen
pep_02553,,0.377,Allergen
pep_02554,,0.495,Allergen
pep_02555,,0.351,Allergen
pep_02556,,0.416,Allergen
pep_02557,,0.403,Allergen
pep_02558,,0.385,Allergen
pep_02559,,0.382,Allergen
pep_02560,,0.451,Allergen
pep_02561,,0.402,Allergen
pep_02562,,0.395,Allergen
pep_02563,,0.358,Allergen
pep_02564,,0.417,Allergen
pep_02565,,0.421,Allergen
pep_02566,,0.293,Allergen
pep_02567,,0.29,Allergen
pep_02568,,0.363,Allergen
pep_02569,,0.344,Allergen
pep_02570,,0.407,Allergen
pep_02571,,0.298,Allergen
pep_02572,,0.464,Allergen
pep_02573,,0.344,Allergen
pep_02574,,0.324,Allergen
pep_02575,,0.397,Allergen
pep_02576,,0.328,Allergen
pep_02577,,0.342,Allergen
pep_02578,,0.335,Allergen
pep_02579,,0.388,Allergen
pep_02580,,0.335,Allergen
pep_02581,,0.377,Allergen
pep_02582,,0.304,Allergen
pep_02583,,0.346,Allergen
pep_02584,,0.296,Allergen
pep_02585,,0.3,Allergen
pep_02586,,0.325,Allergen
pep_02587,,0.353,Allergen
pep_02588,,0.415,Allergen
pep_02589,,0.327,Allergen
pep_02590,,0.344,Allergen
pep_02591,,0.351,Allergen
pep_02592,,0.381,Allergen
pep_02593,,0.425,Allergen
pep_02594,,0.41,Allergen
pep_02595,,0.351,Allergen
pep_02596,,0.308,Allergen
pep_02597,,0.327,Allergen
pep_02598,,0.327,Allergen
pep_02599,,0.3,Allergen
pep_02602,,0.351,Allergen
pep_02603,,0.379,Allergen
pep_02604,,0.262,Allergen
pep_02605,,0.262,Allergen
pep_02606,,0.253,Allergen
pep_02607,,0.31,Allergen
pep_02608,,0.34,Allergen
pep_02609,,0.295,Allergen
pep_02610,,0.279,Allergen
pep_02611,,0.379,Allergen
pep_02612,,0.415,Allergen
pep_02613,,0.415,Allergen
pep_02614,,0.393,Allergen
pep_02615,,0.362,Allergen
pep_02616,,0.391,Allergen
pep_02617,,0.374,Allergen
pep_02618,,0.336,Allergen
pep_02619,,0.397,Allergen
pep_02620,,0.394,Allergen
pep_02621,,0.352,Allergen
pep_02622,,0.495,Allergen
pep_02623,,0.358,Allergen
pep_02624,,0.33,Allergen
pep_02625,,0.407,Allergen
pep_02626,,0.318,Allergen
pep_02627,,0.321,Allergen
pep_02628,,0.32,Allergen
pep_02629,,0.29,Allergen
pep_02630,,0.316,Allergen
pep_02631,,0.308,Allergen
pep_02632,,0.279,Allergen
pep_02633,,0.32,Allergen
pep_02634,,0.304,Allergen
pep_02635,,0.357,Allergen
pep_02636,,0.336,Allergen
pep_02637,,0.327,Allergen
pep_02638,,0.319,Allergen
pep_02639,,0.307,Allergen
pep_02640,,0.292,Allergen
pep_02641,,0.323,Allergen
pep_02642,,0.296,Allergen
pep_02643,,0.253,Allergen
pep_02644,,0.324,Allergen
pep_02645,,0.349,Allergen
pep_02646,,0.324,Allergen
pep_02647,,0.353,Allergen
pep_02648,,0.314,Allergen
pep_02649,,0.336,Allergen
pep_02652,,0.326,Allergen
pep_02653,,0.316,Allergen
pep_02654,,0.41,Allergen
pep_02655,,0.425,Allergen
pep_02656,,0.305,Allergen
pep_02657,,0.305,Allergen
pep_02658,,0.3,Allergen
pep_02659,,0.37,Allergen
pep_02660,,0.397,Allergen
pep_02661,,0.59,Allergen
pep_02662,,0.35,Allergen
pep_02663,,0.408,Allergen
pep_02664,,0.379,Allergen
pep_02665,,0.512,Allergen
pep_02666,,0.545,Allergen
pep_02667,,0.348,Allergen
pep_02668,,0.348,Allergen
pep_02669,,0.395,Allergen
pep_02670,,0.31,Allergen
pep_02671,,0.396,Allergen
pep_02672,,0.46,Allergen
pep_02673,,0.467,Allergen
pep_02674,,0.331,Allergen
pep_02675,,0.433,Allergen
pep_02676,,0.332,Allergen
pep_02677,,0.42,Allergen
pep_02678,,0.33,Allergen
pep_02679,,0.555,Allergen
pep_02680,,0.391,Allergen
pep_02681,,0.376,Allergen
pep_02682,,0.417,Allergen
pep_02683,,0.536,Allergen
pep_02684,,0.487,Allergen
pep_02685,,0.348,Allergen
pep_02686,,0.456,Allergen
pep_02687,,0.379,Allergen
pep_02688,,0.335,Allergen
pep_02689,,0.388,Allergen
pep_02690,,0.357,Allergen
pep_02691,,0.362,Allergen
pep_02692,,0.439,Allergen
pep_02693,,0.324,Allergen
pep_02694,,0.365,Allergen
pep_02695,,0.367,Allergen
pep_02696,,0.33,Allergen
pep_02697,,0.286,Allergen
pep_02698,,0.374,Allergen
pep_02699,,0.467,Allergen
pep_02702,,0.42,Allergen
pep_02703,,0.31,Allergen
pep_02704,,0.31,Allergen
pep_02705,,0.332,Allergen
pep_02706,,0.405,Allergen
pep_02707,,0.358,Allergen
pep_02708,,0.307,Allergen
pep_02709,,0.361,Allergen
pep_02710,,0.433,Allergen
pep_02711,,0.316,Allergen
pep_02712,,0.317,Allergen
pep_02713,,0.372,Allergen
pep_02714,,0.555,Allergen
pep_02715,,0.465,Allergen
pep_02716,,0.327,Allergen
pep_02717,,0.545,Allergen
pep_02718,,0.416,Allergen
pep_02719,,0.473,Allergen
pep_02720,,0.416,Allergen
pep_02721,,0.349,Allergen
pep_02722,,0.324,Allergen
pep_02723,,0.464,Allergen
pep_02724,,0.312,Allergen
pep_02725,,0.432,Allergen
pep_02726,,0.346,Allergen
pep_02727,,0.317,Allergen
pep_02728,,0.462,Allergen
pep_02729,,0.613,Allergen
pep_02730,,0.519,Allergen
pep_02731,,0.432,Allergen
pep_02732,,0.395,Allergen
pep_02733,,0.373,Allergen
pep_02734,,0.395,Allergen
pep_02735,,0.521,Allergen
pep_02736,,0.358,Allergen
